work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2022,data engineer  (remote),ml/ai,us dolars,191334,119452,cn,en,ct,hybrid,uk,m
2022,statistician,data science,us dolars,158422,195438,mx,mi,pt,in-person,us,l
2020,data analyst  (remote),engineering,jpy,64787,164923,uk,se,pt,hybrid,jp,s
2020,data analyst  in office,data science,eur,45689,168654,uk,mi,pt,hybrid,uk,l
2020,data analyst,ml/ai,gbp,147537,166579,mx,se,ct,hybrid,in,m
2021,statistician,analysis,us dolars,80344,167006,us,se,ct,remote,in,s
2021,statistician  in office,ml/ai,eur,97891,71971,jp,ex,fl,remote,jp,m
2021,statistician,engineering,jpy,127464,34659,mx,se,pt,hybrid,cn,m
2020,data scientist  (remote),ml/ai,inr,95869,34398,mx,mi,fl,hybrid,de,m
2022,data engineer  in office,engineering,us dolars,196402,36242,de,ex,ft,in-person,cn,s
2020,data analyst  (remote),data science,inr,110312,189692,de,en,ft,in-person,in,l
2021,data scientist,engineering,eur,57014,171868,in,en,pt,remote,us,s
2021,data analyst  in office,analysis,gbp,64563,160014,jp,se,fl,in-person,de,m
2020,data scientist,analysis,eur,176342,81175,de,en,ct,in-person,in,l
2020,statistician  in office,analysis,gbp,192351,198347,jp,en,fl,in-person,de,m
2021,data analyst  in office,data science,eur,128557,43937,mx,ex,ft,in-person,cn,s
2021,statistician  in office,engineering,us dolars,164729,180641,jp,mi,fl,remote,uk,l
2021,data analyst  in office,data science,us dolars,119422,42343,uk,en,ft,remote,in,s
2020,machine learning engineer  in office,ml/ai,inr,137919,86875,de,en,ft,in-person,in,l
2021,data scientist,ml/ai,eur,162099,76803,de,mi,fl,in-person,de,m
2021,machine learning engineer  in office,ml/ai,eur,175271,89937,us,ex,ct,remote,uk,m
2022,data scientist  (remote),ml/ai,inr,146854,107069,jp,ex,ft,hybrid,us,m
2020,data engineer  in office,analysis,jpy,109317,192204,in,en,fl,in-person,uk,s
2022,data analyst  (remote),engineering,eur,45120,192428,uk,se,ft,hybrid,us,s
2022,data engineer,analysis,eur,119825,45438,mx,mi,pt,in-person,mx,m
2021,data engineer  in office,engineering,eur,35983,187438,us,ex,ct,remote,mx,m
2020,data scientist  in office,engineering,jpy,96629,109504,uk,en,pt,in-person,jp,l
2021,machine learning engineer  (remote),data science,us dolars,100325,47490,in,ex,ft,hybrid,cn,l
2020,statistician  in office,ml/ai,inr,163984,180245,us,en,ct,remote,uk,s
2022,data scientist,engineering,jpy,77879,171448,uk,mi,fl,in-person,us,l
2020,statistician,ml/ai,gbp,182945,96254,in,se,fl,in-person,de,s
2021,data engineer  in office,ml/ai,gbp,44332,135380,cn,mi,ct,remote,us,s
2021,statistician  (remote),ml/ai,jpy,177636,66763,us,ex,pt,in-person,jp,l
2021,machine learning engineer,analysis,jpy,107795,95841,in,ex,pt,remote,us,l
2020,data scientist  in office,ml/ai,us dolars,137716,71347,us,ex,ct,in-person,cn,l
2022,machine learning engineer  (remote),engineering,gbp,181598,71684,de,se,fl,remote,mx,m
2022,machine learning engineer  (remote),analysis,inr,116649,60711,de,mi,ct,in-person,uk,m
2020,data scientist,ml/ai,eur,177078,44177,uk,en,pt,remote,us,l
2021,machine learning engineer  in office,data science,eur,51643,185642,jp,mi,ft,remote,uk,m
2022,data analyst,ml/ai,us dolars,93128,196436,cn,mi,fl,in-person,jp,s
2021,data analyst  (remote),ml/ai,us dolars,72523,179891,mx,se,ct,remote,us,m
2020,data analyst,analysis,gbp,100220,155220,jp,mi,ft,in-person,us,m
2021,statistician  in office,engineering,inr,82784,61391,mx,ex,pt,in-person,jp,m
2022,machine learning engineer,ml/ai,inr,117893,45788,mx,se,fl,in-person,cn,s
2022,data scientist  (remote),analysis,jpy,89701,81055,mx,ex,ct,remote,us,s
2021,data scientist,analysis,us dolars,179018,144187,in,ex,pt,in-person,uk,l
2020,statistician  (remote),engineering,eur,174199,148071,us,mi,ct,remote,cn,m
2021,data scientist  (remote),analysis,eur,146101,184637,de,en,ct,hybrid,in,m
2020,data analyst  (remote),engineering,gbp,139002,160101,jp,mi,fl,hybrid,cn,s
2021,machine learning engineer,data science,eur,190476,116462,mx,en,pt,hybrid,mx,m
2022,data scientist  in office,ml/ai,inr,47401,43376,de,se,pt,in-person,in,s
2020,data scientist  (remote),analysis,inr,176500,182947,mx,se,ft,remote,mx,m
2020,data engineer,data science,us dolars,131958,77606,cn,se,pt,in-person,uk,l
2020,data engineer  (remote),unknown,unknown,142046,108393,in,unknown,pt,remote,mx,unknown
2022,data engineer,analysis,eur,94372,92996,cn,ex,fl,hybrid,us,s
2021,machine learning engineer  (remote),data science,us dolars,41971,31283,cn,se,ft,hybrid,uk,s
2022,data analyst,analysis,jpy,118018,110456,in,mi,fl,hybrid,jp,m
2021,data analyst  (remote),data science,eur,46565,126382,cn,ex,ft,in-person,in,s
2022,machine learning engineer  (remote),analysis,eur,36829,102178,jp,mi,fl,remote,mx,l
2020,machine learning engineer  in office,engineering,eur,106023,47365,mx,ex,ft,remote,cn,s
2022,data scientist  in office,ml/ai,eur,111823,179021,in,en,ft,in-person,de,m
2022,statistician,analysis,jpy,68941,146829,mx,mi,ft,in-person,jp,m
2022,statistician  (remote),ml/ai,eur,141539,194575,de,en,ft,remote,us,l
2020,data scientist,ml/ai,gbp,39176,156267,uk,ex,pt,remote,mx,l
2022,data engineer,analysis,jpy,81516,106387,cn,en,pt,in-person,cn,m
2020,data scientist  (remote),data science,gbp,176144,109942,jp,mi,ft,in-person,uk,l
2022,data scientist  (remote),engineering,jpy,127368,176000,us,en,fl,remote,jp,l
2020,data engineer,analysis,jpy,179671,168606,mx,mi,pt,in-person,mx,s
2022,machine learning engineer,engineering,gbp,196460,194453,cn,ex,ft,in-person,mx,m
2020,data engineer  in office,data science,jpy,148903,84780,us,ex,ct,in-person,cn,m
2020,data scientist,analysis,jpy,80603,96412,cn,mi,pt,remote,uk,m
2020,data analyst,analysis,inr,104736,170397,in,mi,fl,hybrid,us,l
2021,data analyst,data science,us dolars,55789,190518,cn,en,ct,remote,cn,m
2021,data engineer  (remote),analysis,us dolars,118623,128975,jp,mi,pt,hybrid,de,s
2020,data analyst,ml/ai,eur,82282,159788,cn,mi,pt,hybrid,de,s
2022,machine learning engineer  in office,engineering,jpy,63464,90662,us,ex,ft,in-person,jp,l
2022,data analyst,analysis,jpy,71994,128664,jp,mi,fl,hybrid,mx,s
2021,data engineer,data science,jpy,137309,110249,us,en,ct,hybrid,uk,s
2021,data engineer  (remote),engineering,jpy,153189,86525,mx,mi,ft,in-person,jp,m
2020,machine learning engineer  (remote),analysis,us dolars,121123,171656,mx,mi,fl,in-person,us,s
2022,data analyst  in office,engineering,gbp,55594,164973,uk,mi,ct,hybrid,cn,m
2020,data analyst,data science,inr,148406,143094,uk,se,pt,remote,jp,m
2022,statistician,ml/ai,gbp,58386,117597,mx,en,fl,remote,uk,s
2022,data engineer,analysis,us dolars,96652,32090,uk,ex,ft,remote,mx,l
2021,data scientist,ml/ai,inr,124835,187924,uk,ex,ct,hybrid,de,l
2020,data engineer,analysis,jpy,128123,52454,in,se,ct,remote,de,s
2020,data scientist  (remote),engineering,us dolars,47540,85084,us,en,pt,hybrid,us,m
2022,statistician  in office,analysis,us dolars,143483,127103,uk,ex,fl,remote,in,m
2021,data scientist,analysis,inr,63756,194895,jp,ex,ft,remote,jp,l
2022,data engineer,analysis,eur,166659,193079,in,mi,pt,hybrid,us,m
2021,data analyst  (remote),ml/ai,us dolars,119792,134560,mx,mi,pt,in-person,de,l
2020,data engineer,analysis,gbp,79039,175213,uk,mi,ft,in-person,mx,m
2021,machine learning engineer  (remote),data science,gbp,171341,42746,cn,se,ct,hybrid,uk,s
2020,machine learning engineer  in office,analysis,jpy,36088,33347,mx,mi,ct,hybrid,uk,s
2021,machine learning engineer,engineering,us dolars,130649,170433,jp,en,fl,in-person,cn,m
2022,machine learning engineer  in office,data science,jpy,72044,141972,us,se,pt,in-person,in,l
2020,statistician,engineering,us dolars,188153,34101,mx,ex,fl,remote,in,s
2022,data analyst  in office,engineering,inr,171615,135811,cn,ex,ct,remote,de,l
2022,data analyst  in office,engineering,us dolars,33005,78095,mx,en,ft,remote,in,s
2020,data engineer,data science,eur,67203,131483,uk,en,ct,in-person,in,m
2020,data scientist  in office,data science,gbp,46220,193740,jp,ex,ct,hybrid,uk,s
2022,data engineer  (remote),ml/ai,inr,138991,150902,cn,en,pt,remote,cn,m
2022,data engineer  (remote),data science,gbp,62696,47747,jp,en,ct,hybrid,jp,l
2022,data engineer  in office,analysis,jpy,76381,176081,de,en,fl,in-person,mx,s
2022,data engineer  in office,engineering,inr,161148,119187,mx,mi,ft,remote,uk,l
2020,data analyst  (remote),ml/ai,eur,134056,162128,cn,ex,pt,in-person,cn,l
2020,data scientist,data science,gbp,180018,193982,jp,en,ft,hybrid,uk,m
2022,data engineer  (remote),unknown,unknown,53471,182287,cn,unknown,fl,remote,de,unknown
2021,data analyst  in office,data science,us dolars,143298,60375,de,mi,fl,hybrid,cn,s
2021,data engineer  (remote),unknown,unknown,199810,171148,us,unknown,ct,hybrid,cn,unknown
2022,data engineer  (remote),data science,eur,54440,140541,mx,ex,ct,remote,cn,m
2022,data engineer,engineering,eur,41862,196321,in,ex,pt,in-person,mx,l
2020,statistician  in office,analysis,eur,131415,70664,cn,ex,ft,remote,jp,s
2021,machine learning engineer  (remote),data science,gbp,98273,68779,de,mi,ct,remote,us,s
2021,data scientist  (remote),ml/ai,inr,137848,89312,jp,ex,ct,remote,in,s
2021,data engineer,data science,us dolars,51788,41414,in,se,pt,remote,cn,m
2020,data scientist  (remote),data science,gbp,186594,197990,cn,en,fl,remote,in,m
2021,machine learning engineer  (remote),analysis,eur,100185,176948,in,ex,ct,in-person,uk,s
2020,data engineer,engineering,us dolars,160683,153938,cn,mi,fl,hybrid,uk,l
2020,statistician  (remote),ml/ai,inr,168896,39198,mx,ex,ct,in-person,cn,m
2022,data analyst,engineering,jpy,150824,123302,mx,ex,fl,hybrid,cn,s
2021,statistician  in office,engineering,eur,37799,129524,us,se,ct,remote,cn,l
2020,statistician  (remote),engineering,eur,115406,198501,jp,se,ft,in-person,mx,m
2021,data analyst,data science,eur,75147,133170,de,mi,ft,hybrid,mx,m
2021,data analyst,analysis,eur,153699,153393,mx,mi,ft,hybrid,jp,m
2022,data analyst  (remote),data science,us dolars,38614,146305,us,mi,ct,remote,cn,s
2021,data engineer,ml/ai,inr,55147,150759,in,mi,fl,remote,mx,m
2022,data scientist  in office,unknown,unknown,106637,100148,uk,unknown,pt,hybrid,in,unknown
2020,data scientist  in office,engineering,us dolars,136210,138169,mx,en,pt,in-person,uk,l
2021,data analyst  (remote),analysis,inr,50914,61528,in,en,pt,hybrid,uk,s
2020,statistician  in office,ml/ai,gbp,93699,171355,uk,mi,ft,in-person,mx,l
2021,machine learning engineer  (remote),data science,eur,39615,166025,cn,mi,ft,in-person,cn,m
2020,data analyst  (remote),data science,inr,80785,155728,us,en,ft,hybrid,de,s
2021,statistician,engineering,eur,118589,116234,cn,se,fl,in-person,mx,s
2021,statistician,data science,inr,109017,89121,de,en,ft,hybrid,us,m
2021,data engineer,data science,jpy,76898,52016,jp,mi,fl,hybrid,cn,s
2021,data engineer,unknown,unknown,157767,174320,mx,unknown,fl,remote,jp,unknown
2021,data scientist  (remote),analysis,eur,139418,150184,uk,mi,fl,hybrid,us,l
2021,data scientist,data science,eur,85505,178348,mx,ex,ct,hybrid,us,s
2021,machine learning engineer,ml/ai,us dolars,106031,126544,jp,se,pt,remote,cn,s
2021,machine learning engineer  in office,unknown,unknown,121818,178427,cn,unknown,fl,remote,jp,unknown
2020,machine learning engineer  in office,ml/ai,eur,30146,51529,us,mi,fl,in-person,in,l
2022,statistician  in office,engineering,us dolars,177049,197086,cn,en,fl,remote,cn,m
2021,statistician  in office,data science,us dolars,195017,150542,cn,se,ft,remote,uk,m
2022,data scientist,engineering,jpy,139822,50096,us,en,pt,remote,jp,m
2021,data engineer  (remote),ml/ai,inr,32594,125653,de,se,fl,hybrid,uk,l
2021,data engineer  in office,analysis,eur,106610,33417,uk,mi,pt,hybrid,mx,m
2020,data analyst  in office,analysis,inr,188503,101981,jp,en,ft,hybrid,mx,l
2020,statistician  (remote),data science,us dolars,152524,100953,in,se,fl,remote,mx,l
2022,machine learning engineer,data science,us dolars,118197,45494,mx,se,ft,in-person,cn,m
2020,machine learning engineer  in office,analysis,jpy,188643,141670,cn,se,fl,in-person,mx,m
2020,data analyst  (remote),engineering,gbp,91797,148839,cn,ex,ft,hybrid,cn,l
2022,data engineer,data science,us dolars,73937,174374,mx,se,ft,hybrid,de,l
2020,machine learning engineer,ml/ai,eur,147618,85669,us,mi,ct,remote,us,m
2021,data engineer,data science,jpy,90051,197499,jp,mi,fl,remote,de,m
2022,data analyst,engineering,gbp,107903,88263,jp,mi,fl,in-person,mx,m
2022,data engineer,data science,jpy,106990,70274,de,se,fl,in-person,us,l
2021,data engineer  (remote),ml/ai,us dolars,105204,149240,uk,mi,pt,remote,mx,l
2020,data engineer,ml/ai,gbp,98951,189875,de,se,ct,in-person,mx,l
2022,machine learning engineer  in office,ml/ai,inr,127309,190236,de,se,pt,in-person,in,m
2022,data scientist  (remote),engineering,gbp,155341,68441,jp,se,fl,hybrid,jp,s
2021,statistician  in office,engineering,eur,156822,93327,uk,ex,ct,remote,in,s
2021,data engineer  in office,ml/ai,inr,190111,130461,uk,en,ft,remote,us,s
2020,data engineer,ml/ai,inr,145694,129099,uk,mi,ct,remote,cn,s
2022,data engineer,engineering,eur,186640,106925,mx,ex,ft,hybrid,mx,s
2020,data scientist  (remote),engineering,inr,67459,81035,us,mi,fl,remote,de,l
2020,data analyst  (remote),engineering,us dolars,168741,139863,uk,ex,fl,in-person,mx,m
2021,machine learning engineer  in office,analysis,gbp,114985,43490,jp,en,ft,hybrid,us,m
2022,data scientist,engineering,gbp,196588,36044,mx,en,ct,hybrid,mx,m
2022,data engineer,ml/ai,eur,184405,57509,us,en,pt,remote,cn,m
2021,data scientist,engineering,inr,77941,92212,cn,se,ft,remote,cn,s
2021,data scientist  (remote),ml/ai,gbp,139903,182676,de,mi,ft,in-person,cn,m
2021,data analyst  in office,data science,gbp,68875,188632,uk,mi,pt,remote,in,m
2021,statistician,analysis,gbp,158975,162278,in,mi,pt,in-person,de,s
2021,machine learning engineer  in office,ml/ai,gbp,173770,144587,uk,se,pt,in-person,mx,m
2022,data analyst,data science,jpy,126500,108632,de,mi,ft,in-person,cn,s
2020,data analyst,ml/ai,eur,91826,190622,jp,en,fl,hybrid,de,s
2022,statistician,engineering,inr,192480,82232,jp,mi,ct,remote,cn,l
2020,data analyst  (remote),engineering,inr,154628,65228,de,mi,pt,remote,cn,m
2021,data scientist  in office,data science,eur,108845,115925,in,ex,ft,remote,in,m
2020,data scientist  (remote),engineering,us dolars,130965,67693,us,se,ct,hybrid,us,m
2022,data engineer  (remote),ml/ai,eur,176205,114533,cn,en,pt,in-person,mx,s
2022,data analyst  in office,data science,gbp,150853,130019,cn,en,fl,hybrid,us,l
2020,data engineer  in office,ml/ai,gbp,197198,117165,cn,en,ct,hybrid,jp,m
2021,machine learning engineer,ml/ai,eur,63043,64337,us,mi,ct,in-person,in,s
2021,data scientist,ml/ai,eur,165150,47060,uk,en,ft,remote,jp,s
2022,machine learning engineer  in office,engineering,inr,83906,196353,de,en,ft,hybrid,cn,s
2020,statistician,engineering,inr,41137,78993,de,ex,ft,in-person,in,s
2021,data scientist,ml/ai,jpy,59350,109459,us,mi,fl,in-person,jp,l
2021,machine learning engineer  in office,analysis,jpy,34698,195871,in,ex,ct,remote,uk,l
2022,statistician  (remote),ml/ai,gbp,160119,137606,cn,se,pt,in-person,us,s
2021,machine learning engineer  in office,ml/ai,jpy,194204,145600,mx,mi,fl,in-person,us,m
2020,statistician  in office,data science,jpy,40165,35322,de,ex,pt,in-person,uk,l
2022,statistician  (remote),ml/ai,us dolars,161866,68438,jp,se,pt,remote,de,m
2022,data scientist,engineering,eur,174718,109369,jp,ex,ft,remote,uk,m
2022,statistician  (remote),analysis,jpy,128893,37575,de,en,pt,in-person,us,m
2021,statistician  in office,data science,inr,60736,106899,cn,en,fl,remote,mx,l
2021,data scientist,unknown,unknown,88084,118307,cn,unknown,ft,remote,in,unknown
2020,data engineer,data science,jpy,46211,124265,cn,ex,pt,remote,jp,m
2021,data analyst  (remote),data science,gbp,116665,196852,in,ex,pt,hybrid,us,m
2020,data analyst  in office,analysis,us dolars,168449,49812,jp,se,pt,remote,mx,s
2020,data engineer  (remote),engineering,eur,169933,74522,in,mi,ct,in-person,uk,l
2021,machine learning engineer,engineering,eur,178893,118383,us,en,ct,remote,in,m
2020,data scientist,engineering,gbp,108488,54932,uk,ex,ft,in-person,us,l
2021,data engineer  in office,data science,gbp,188025,78966,cn,se,fl,in-person,uk,s
2022,data analyst  in office,ml/ai,eur,157870,75580,us,en,ft,in-person,mx,s
2022,statistician  (remote),data science,eur,66801,138113,uk,en,ct,remote,us,s
2020,data analyst  in office,ml/ai,us dolars,48277,56199,mx,en,ft,remote,uk,s
2021,statistician  (remote),ml/ai,jpy,113762,133528,jp,se,fl,remote,cn,s
2021,data scientist  in office,engineering,us dolars,183700,174909,uk,se,ft,remote,uk,s
2022,statistician  (remote),ml/ai,eur,112246,42688,uk,en,pt,remote,us,s
2022,data engineer,data science,jpy,159350,170859,de,se,fl,hybrid,in,s
2021,statistician,data science,eur,57802,195829,uk,en,fl,remote,us,l
2020,machine learning engineer,engineering,us dolars,152794,120640,de,en,fl,hybrid,us,m
2022,data engineer,analysis,us dolars,189749,90539,uk,en,ft,in-person,cn,l
2020,data scientist,data science,us dolars,168572,161135,de,se,ft,in-person,in,l
2020,data engineer,ml/ai,jpy,34015,107688,jp,mi,pt,in-person,cn,m
2022,machine learning engineer  in office,data science,inr,160305,114732,jp,mi,fl,in-person,us,m
2020,data scientist  in office,data science,inr,88812,176031,uk,se,pt,hybrid,cn,s
2020,data analyst  in office,data science,eur,37826,192352,mx,ex,fl,hybrid,jp,m
2021,machine learning engineer  (remote),analysis,jpy,39201,188539,mx,se,ct,in-person,jp,l
2020,data scientist  in office,ml/ai,gbp,59048,177128,in,ex,ft,remote,jp,s
2021,statistician  in office,engineering,inr,151471,33135,mx,en,pt,in-person,uk,l
2022,data engineer  (remote),data science,jpy,49941,47564,jp,ex,ft,in-person,de,m
2022,data scientist  (remote),ml/ai,jpy,110641,93258,us,en,ft,hybrid,mx,l
2021,data engineer,ml/ai,inr,88418,133813,mx,mi,ct,in-person,cn,l
2022,statistician  in office,engineering,jpy,71541,57462,us,en,ct,hybrid,us,s
2020,data scientist  in office,data science,jpy,100422,86682,de,ex,fl,hybrid,de,s
2020,data analyst  (remote),analysis,inr,148069,32728,in,mi,ct,in-person,cn,l
2020,machine learning engineer,ml/ai,us dolars,185022,168703,cn,mi,fl,remote,jp,m
2022,data scientist  in office,engineering,eur,150965,171956,de,se,ct,hybrid,mx,s
2020,statistician  (remote),analysis,gbp,181714,54974,uk,ex,ct,hybrid,in,l
2022,data scientist  (remote),ml/ai,eur,71607,145092,mx,ex,pt,hybrid,jp,s
2020,data engineer  in office,data science,us dolars,192360,131177,jp,se,ct,in-person,mx,s
2021,data scientist  (remote),ml/ai,us dolars,142117,143795,in,se,pt,in-person,us,m
2022,data analyst  (remote),analysis,jpy,112865,197108,de,mi,ct,hybrid,de,l
2022,data scientist  in office,analysis,eur,44450,114614,de,se,pt,remote,de,l
2020,machine learning engineer,data science,us dolars,35618,171346,us,mi,ft,in-person,cn,l
2022,data scientist  in office,unknown,unknown,195335,179923,uk,unknown,fl,remote,uk,unknown
2022,data engineer,engineering,us dolars,97583,91816,de,se,ct,remote,in,l
2021,data scientist  (remote),unknown,unknown,104900,78526,us,unknown,pt,in-person,mx,unknown
2021,data scientist,analysis,jpy,45161,154420,cn,en,pt,hybrid,mx,s
2020,data scientist  (remote),ml/ai,eur,165230,109430,cn,ex,ct,remote,in,m
2020,machine learning engineer  in office,ml/ai,inr,153612,56965,us,mi,fl,hybrid,us,m
2020,data analyst  in office,engineering,eur,57663,191630,cn,mi,pt,in-person,uk,l
2022,statistician  (remote),data science,gbp,167805,89807,uk,en,ft,remote,jp,m
2021,data engineer,data science,gbp,129961,82520,jp,mi,ct,remote,us,s
2020,data scientist  in office,unknown,unknown,193073,160030,cn,unknown,ft,remote,in,unknown
2021,statistician  (remote),analysis,us dolars,170401,128983,in,ex,pt,hybrid,uk,s
2020,data engineer  in office,engineering,gbp,83105,152194,de,en,pt,remote,jp,s
2021,data analyst  in office,analysis,eur,93436,112667,us,mi,ct,remote,in,s
2021,data analyst  in office,analysis,jpy,158379,178777,de,ex,fl,hybrid,jp,l
2020,statistician,data science,gbp,160705,159335,jp,se,ft,hybrid,mx,l
2022,data engineer  (remote),engineering,eur,122635,75110,de,en,fl,in-person,uk,s
2021,data analyst  in office,analysis,us dolars,99579,161032,de,ex,ft,hybrid,uk,l
2022,statistician  in office,ml/ai,us dolars,44242,34789,us,se,fl,remote,in,m
2022,data analyst  in office,ml/ai,jpy,128901,30533,jp,mi,ct,remote,jp,m
2020,data analyst,data science,jpy,155056,80970,in,mi,ft,in-person,de,s
2020,data analyst  in office,ml/ai,eur,188205,58776,us,se,ct,in-person,us,l
2020,machine learning engineer  (remote),ml/ai,jpy,185812,48725,mx,ex,fl,remote,uk,s
2021,data engineer,analysis,jpy,130628,94367,jp,mi,fl,hybrid,jp,l
2020,statistician  (remote),ml/ai,us dolars,60976,102230,jp,mi,fl,remote,in,s
2020,statistician  in office,ml/ai,eur,41231,100542,de,ex,ct,in-person,mx,s
2021,data engineer  in office,analysis,jpy,164400,122534,uk,ex,pt,remote,in,s
2021,data engineer,data science,eur,55261,132849,uk,se,pt,remote,uk,m
2020,data engineer  in office,data science,gbp,55262,125623,in,mi,ft,remote,cn,l
2020,data engineer  (remote),engineering,us dolars,164352,133211,de,ex,ct,in-person,uk,l
2020,data scientist  (remote),ml/ai,us dolars,192814,34485,uk,en,ct,in-person,mx,m
2020,statistician  (remote),analysis,us dolars,33590,96771,us,se,ct,in-person,cn,m
2022,data scientist  in office,engineering,inr,146726,127519,in,se,fl,hybrid,de,l
2022,data analyst  in office,data science,eur,117542,96681,de,se,ct,in-person,in,l
2020,data analyst,data science,gbp,43570,184876,cn,se,pt,hybrid,jp,s
2022,statistician,analysis,jpy,39533,31475,us,en,ft,hybrid,cn,s
2021,data analyst  (remote),engineering,gbp,155890,156803,uk,se,pt,in-person,us,l
2022,data engineer  (remote),engineering,eur,174438,82073,uk,se,ct,hybrid,us,l
2022,data scientist,analysis,us dolars,143819,40047,uk,ex,ft,hybrid,de,s
2020,data engineer,analysis,inr,106368,156104,uk,mi,ft,remote,cn,m
2022,data analyst  (remote),engineering,eur,189397,125957,jp,se,ct,hybrid,cn,l
2022,data scientist,data science,eur,64798,123491,cn,ex,ct,hybrid,jp,l
2022,data engineer  in office,ml/ai,jpy,52849,117599,in,ex,pt,in-person,us,m
2022,statistician  in office,data science,gbp,167229,78444,in,mi,pt,remote,us,m
2021,data engineer,analysis,gbp,141972,182871,uk,ex,fl,hybrid,mx,m
2020,data analyst,engineering,jpy,191250,116858,in,ex,fl,hybrid,jp,l
2020,data scientist  in office,engineering,inr,59030,141897,cn,se,fl,hybrid,mx,l
2021,statistician  in office,ml/ai,us dolars,156026,133351,us,se,ct,in-person,cn,l
2022,data scientist  (remote),engineering,us dolars,150398,87895,us,ex,ct,in-person,jp,s
2021,statistician,ml/ai,inr,95729,138500,mx,en,fl,remote,uk,m
2022,data scientist  in office,data science,jpy,38164,92559,in,mi,fl,hybrid,us,m
2021,data analyst,data science,eur,31119,185075,uk,ex,pt,remote,cn,s
2020,statistician  in office,engineering,gbp,43351,183573,de,ex,fl,in-person,us,s
2020,machine learning engineer  in office,engineering,eur,102076,61092,cn,en,fl,hybrid,mx,s
2020,data scientist,analysis,gbp,75162,59768,uk,mi,ft,hybrid,de,s
2022,data scientist  (remote),analysis,eur,61760,64604,jp,ex,fl,remote,uk,m
2022,data engineer  in office,unknown,unknown,119074,117824,de,unknown,ft,hybrid,uk,unknown
2021,statistician,engineering,jpy,149567,76760,cn,se,fl,in-person,us,s
2021,machine learning engineer  in office,data science,inr,59738,36476,jp,ex,ft,remote,in,m
2020,data analyst,engineering,eur,76921,159416,in,en,fl,remote,in,m
2022,data engineer,analysis,eur,152448,128138,jp,ex,pt,hybrid,mx,m
2022,statistician  (remote),ml/ai,inr,53581,146070,jp,mi,ft,hybrid,uk,l
2022,machine learning engineer  in office,analysis,jpy,125672,105498,de,en,ct,remote,us,l
2020,data scientist  in office,analysis,jpy,51485,58439,jp,ex,pt,remote,mx,l
2020,data scientist  (remote),data science,eur,66294,33400,uk,ex,fl,in-person,mx,l
2022,data engineer  (remote),ml/ai,jpy,83001,119976,in,ex,fl,remote,cn,m
2022,statistician,analysis,jpy,162706,159418,us,ex,pt,in-person,us,l
2022,statistician,engineering,eur,73969,54610,jp,ex,ct,hybrid,us,s
2022,machine learning engineer  (remote),analysis,inr,30093,81356,in,mi,ct,in-person,mx,s
2020,data engineer  (remote),data science,eur,58370,190647,us,se,ct,hybrid,cn,s
2021,statistician  in office,data science,us dolars,49750,49728,in,mi,ct,hybrid,cn,l
2020,data scientist  (remote),data science,eur,46472,147702,mx,se,ft,remote,de,l
2021,machine learning engineer  in office,analysis,us dolars,48934,59067,in,mi,ct,hybrid,in,s
2021,data scientist  in office,engineering,us dolars,69103,31628,us,ex,pt,in-person,us,m
2020,data engineer  (remote),data science,us dolars,118705,135068,de,se,fl,in-person,us,l
2020,statistician  (remote),ml/ai,eur,86543,105057,cn,mi,ft,hybrid,uk,s
2022,data scientist  in office,engineering,jpy,178010,134049,mx,se,ct,in-person,uk,s
2020,data analyst  (remote),data science,gbp,107492,186452,jp,ex,fl,hybrid,in,l
2022,data analyst,engineering,jpy,88024,89853,jp,en,ft,in-person,cn,l
2020,data engineer,engineering,us dolars,56207,189995,mx,ex,fl,hybrid,jp,s
2020,data scientist  in office,ml/ai,eur,79354,64058,in,mi,pt,hybrid,us,s
2022,machine learning engineer  (remote),engineering,eur,198382,86162,mx,mi,ct,in-person,uk,l
2021,data scientist,data science,eur,78960,124416,uk,se,pt,in-person,in,l
2020,data analyst  in office,ml/ai,eur,91262,180042,uk,en,fl,in-person,de,s
2021,data engineer,analysis,gbp,127155,68891,cn,en,pt,in-person,us,s
2020,data engineer  in office,analysis,inr,174475,166002,in,mi,ct,hybrid,jp,s
2020,machine learning engineer  in office,ml/ai,us dolars,174137,196390,de,se,ft,hybrid,in,s
2020,data engineer  in office,analysis,gbp,187873,80107,us,ex,pt,in-person,cn,s
2020,data engineer,engineering,jpy,138182,91953,in,ex,ct,in-person,jp,s
2021,data engineer  in office,data science,inr,129132,138433,jp,mi,fl,remote,us,s
2021,data engineer  in office,engineering,inr,190302,79108,uk,mi,pt,hybrid,in,l
2020,data engineer,ml/ai,eur,102706,62574,uk,ex,ft,hybrid,cn,m
2020,data analyst  in office,data science,gbp,59968,135287,uk,ex,pt,in-person,mx,m
2021,data scientist,ml/ai,jpy,72517,170929,de,ex,fl,remote,mx,l
2022,statistician  in office,ml/ai,eur,193727,184585,jp,se,fl,in-person,uk,m
2022,data engineer  (remote),ml/ai,eur,159282,130434,de,en,fl,hybrid,jp,l
2021,statistician  (remote),engineering,us dolars,75984,53593,us,mi,pt,hybrid,de,l
2020,statistician,data science,inr,172121,118219,in,mi,pt,remote,de,l
2020,data analyst  in office,data science,jpy,102321,132044,in,se,pt,in-person,mx,l
2022,data engineer,data science,inr,151854,179956,mx,ex,ft,remote,jp,m
